"seller_id","seller_type","name","domain","contact_email","contact_address","version","seller_json_source"
"8323","PUBLISHER","<U+682A><U+5F0F><U+4F1A><U+793E>YourGolf Online","www.yourgolf-online.com","adg-info@supership.jp","Tatsumura Aoyama Bldg. 5-4-35 Minami-Aoyama, Minato-ku, Tokyo 107-0062","1.0","ad-generation.jp"
"8324","PUBLISHER","<U+682A><U+5F0F><U+4F1A><U+793E><U+6642><U+4E8B><U+901A><U+4FE1><U+793E>(<U+65E7>)","www.jiji.com","adg-info@supership.jp","Tatsumura Aoyama Bldg. 5-4-35 Minami-Aoyama, Minato-ku, Tokyo 107-0062","1.0","ad-generation.jp"
"8325","PUBLISHER","<U+682A><U+5F0F><U+4F1A><U+793E><U+30AA><U+30FC><U+30D7><U+30F3><U+30AD><U+30E5><U+30FC><U+30D6>",NA,"adg-info@supership.jp","Tatsumura Aoyama Bldg. 5-4-35 Minami-Aoyama, Minato-ku, Tokyo 107-0062","1.0","ad-generation.jp"
"8327","PUBLISHER","<U+682A><U+5F0F><U+4F1A><U+793E><U+30D1><U+30B9><U+30AB><U+30EB>","www.pascal.jp","adg-info@supership.jp","Tatsumura Aoyama Bldg. 5-4-35 Minami-Aoyama, Minato-ku, Tokyo 107-0062","1.0","ad-generation.jp"
"8328","PUBLISHER","<U+682A><U+5F0F><U+4F1A><U+793E><U+7523><U+7D4C><U+30C7><U+30B8><U+30BF><U+30EB>","www.sankei-digital.co.jp","adg-info@supership.jp","Tatsumura Aoyama Bldg. 5-4-35 Minami-Aoyama, Minato-ku, Tokyo 107-0062","1.0","ad-generation.jp"
"8329","PUBLISHER","<U+682A><U+5F0F><U+4F1A><U+793E><U+30B9><U+30B1><U+30FC><U+30EB><U+30A2><U+30A6><U+30C8>(<U+30A2><U+30D7><U+30EA><U+5546><U+7528>)","www.scaleout.jp","adg-info@supership.jp","Tatsumura Aoyama Bldg. 5-4-35 Minami-Aoyama, Minato-ku, Tokyo 107-0062","1.0","ad-generation.jp"
"8331","PUBLISHER","<U+682A><U+5F0F><U+4F1A><U+793E><U+30CA><U+30A6><U+30D7><U+30ED><U+30C0><U+30AF><U+30B7><U+30E7><U+30F3>","www.nowpro.co.jp","adg-info@supership.jp","Tatsumura Aoyama Bldg. 5-4-35 Minami-Aoyama, Minato-ku, Tokyo 107-0062","1.0","ad-generation.jp"
"8332","PUBLISHER","LINE<U+682A><U+5F0F><U+4F1A><U+793E>","linecorp.com","adg-info@supership.jp","Tatsumura Aoyama Bldg. 5-4-35 Minami-Aoyama, Minato-ku, Tokyo 107-0062","1.0","ad-generation.jp"
"8333","PUBLISHER","<U+682A><U+5F0F><U+4F1A><U+793E><U+30E1><U+30C7><U+30A3><U+30A2><U+30B8><U+30FC><U+30F3>","www.mediagene.co.jp","adg-info@supership.jp","Tatsumura Aoyama Bldg. 5-4-35 Minami-Aoyama, Minato-ku, Tokyo 107-0062","1.0","ad-generation.jp"
"8334","PUBLISHER","<U+682A><U+5F0F><U+4F1A><U+793E><U+30C6><U+30EC><U+30DE><U+30FC><U+30AF><U+30B9>","www.telemarks.co.jp","adg-info@supership.jp","Tatsumura Aoyama Bldg. 5-4-35 Minami-Aoyama, Minato-ku, Tokyo 107-0062","1.0","ad-generation.jp"
"8335","PUBLISHER","<U+3042><U+304F><U+306E><U+305D><U+3057><U+304D><U+682A><U+5F0F><U+4F1A><U+793E>","akunososhiki.jp","adg-info@supership.jp","Tatsumura Aoyama Bldg. 5-4-35 Minami-Aoyama, Minato-ku, Tokyo 107-0062","1.0","ad-generation.jp"
"8336","PUBLISHER","<U+682A><U+5F0F><U+4F1A><U+793E><U+30A8><U+30E0><U+30A8><U+30C3><U+30AF><U+30B9>","emx.co.jp","adg-info@supership.jp","Tatsumura Aoyama Bldg. 5-4-35 Minami-Aoyama, Minato-ku, Tokyo 107-0062","1.0","ad-generation.jp"
"8337","PUBLISHER","<U+682A><U+5F0F><U+4F1A><U+793E>AIMS","ai-ms.co.jp","adg-info@supership.jp","Tatsumura Aoyama Bldg. 5-4-35 Minami-Aoyama, Minato-ku, Tokyo 107-0062","1.0","ad-generation.jp"
"8338","PUBLISHER","<U+682A><U+5F0F><U+4F1A><U+793E><U+30D9><U+30FC><U+30B7><U+30C3><U+30AF>",NA,"adg-info@supership.jp","Tatsumura Aoyama Bldg. 5-4-35 Minami-Aoyama, Minato-ku, Tokyo 107-0062","1.0","ad-generation.jp"
"8340","PUBLISHER","<U+5408><U+540C><U+4F1A><U+793E><U+30A2><U+30B5><U+30C3><U+30D7><U+30B9>·<U+30A2><U+30D7><U+30EA><U+30DE><U+30CD><U+30B8><U+30E1><U+30F3><U+30C8>",NA,"adg-info@supership.jp","Tatsumura Aoyama Bldg. 5-4-35 Minami-Aoyama, Minato-ku, Tokyo 107-0062","1.0","ad-generation.jp"
"8341","PUBLISHER","<U+682A><U+5F0F><U+4F1A><U+793E><U+30E6><U+30A2><U+30CD><U+30C3><U+30C8>","yournet-jp.com","adg-info@supership.jp","Tatsumura Aoyama Bldg. 5-4-35 Minami-Aoyama, Minato-ku, Tokyo 107-0062","1.0","ad-generation.jp"
"8342","INTERMEDIARY","<U+682A><U+5F0F><U+4F1A><U+793E><U+30BB><U+30C3><U+30D7>",NA,"adg-info@supership.jp","Tatsumura Aoyama Bldg. 5-4-35 Minami-Aoyama, Minato-ku, Tokyo 107-0062","1.0","ad-generation.jp"
"8343","INTERMEDIARY","<U+5FCD><U+8005><U+30C4><U+30FC><U+30EB><U+30BA><U+682A><U+5F0F><U+4F1A><U+793E>","corp.ninja.co.jp","adg-info@supership.jp","Tatsumura Aoyama Bldg. 5-4-35 Minami-Aoyama, Minato-ku, Tokyo 107-0062","1.0","ad-generation.jp"
"8346","PUBLISHER","<U+682A><U+5F0F><U+4F1A><U+793E><U+30D0><U+30ED><U+30FC><U+30BA>",NA,"adg-info@supership.jp","Tatsumura Aoyama Bldg. 5-4-35 Minami-Aoyama, Minato-ku, Tokyo 107-0062","1.0","ad-generation.jp"
"8349","PUBLISHER","<U+30B9><U+30AB><U+30A4><U+30D5><U+30A3><U+30FC><U+30EB><U+30C9><U+682A><U+5F0F><U+4F1A><U+793E>",NA,"adg-info@supership.jp","Tatsumura Aoyama Bldg. 5-4-35 Minami-Aoyama, Minato-ku, Tokyo 107-0062","1.0","ad-generation.jp"
"8350","PUBLISHER","<U+682A><U+5F0F><U+4F1A><U+793E><U+30E1><U+30C7><U+30A3><U+30A2><U+5DE5><U+623F>","www.mkb.ne.jp","adg-info@supership.jp","Tatsumura Aoyama Bldg. 5-4-35 Minami-Aoyama, Minato-ku, Tokyo 107-0062","1.0","ad-generation.jp"
"8351","PUBLISHER","<U+682A><U+5F0F><U+4F1A><U+793E><U+30D5><U+30A1><U+30A4><U+30F3><U+30B7><U+30FC><U+30C9>",NA,"adg-info@supership.jp","Tatsumura Aoyama Bldg. 5-4-35 Minami-Aoyama, Minato-ku, Tokyo 107-0062","1.0","ad-generation.jp"
"8353","PUBLISHER","<U+682A><U+5F0F><U+4F1A><U+793E><U+30D3><U+30B8><U+30E5><U+30A2><U+30EB><U+30EF><U+30FC><U+30AF><U+30B9>","visualworks.co.jp","adg-info@supership.jp","Tatsumura Aoyama Bldg. 5-4-35 Minami-Aoyama, Minato-ku, Tokyo 107-0062","1.0","ad-generation.jp"
"8354","PUBLISHER","<U+30D4><U+30AF><U+30B7><U+30D6><U+30DE><U+30FC><U+30B1><U+30C6><U+30A3><U+30F3><U+30B0><U+682A><U+5F0F><U+4F1A><U+793E>","www.pixiv.co.jp","adg-info@supership.jp","Tatsumura Aoyama Bldg. 5-4-35 Minami-Aoyama, Minato-ku, Tokyo 107-0062","1.0","ad-generation.jp"
"8355","PUBLISHER","<U+682A><U+5F0F><U+4F1A><U+793E><U+30AA><U+30FC><U+30D7><U+30F3><U+30C9><U+30A2>","www.opendoor.co.jp","adg-info@supership.jp","Tatsumura Aoyama Bldg. 5-4-35 Minami-Aoyama, Minato-ku, Tokyo 107-0062","1.0","ad-generation.jp"
"8356","PUBLISHER","<U+30CD><U+30AA><U+30B9><U+682A><U+5F0F><U+4F1A><U+793E>","www.neoscorp.jp","adg-info@supership.jp","Tatsumura Aoyama Bldg. 5-4-35 Minami-Aoyama, Minato-ku, Tokyo 107-0062","1.0","ad-generation.jp"
"8357","PUBLISHER","<U+30CB><U+30D5><U+30C6><U+30A3><U+682A><U+5F0F><U+4F1A><U+793E>","www.nifty.co.jp","adg-info@supership.jp","Tatsumura Aoyama Bldg. 5-4-35 Minami-Aoyama, Minato-ku, Tokyo 107-0062","1.0","ad-generation.jp"
"8358","PUBLISHER","<U+682A><U+5F0F><U+4F1A><U+793E>Impress Watch","impresswatch.jp","adg-info@supership.jp","Tatsumura Aoyama Bldg. 5-4-35 Minami-Aoyama, Minato-ku, Tokyo 107-0062","1.0","ad-generation.jp"
"8359","PUBLISHER","<U+FF8B><U+FF9F><U+FF70><U+FF73><U+FF9E><U+FF68><U+FF70><U+682A><U+5F0F><U+4F1A><U+793E>",NA,"adg-info@supership.jp","Tatsumura Aoyama Bldg. 5-4-35 Minami-Aoyama, Minato-ku, Tokyo 107-0062","1.0","ad-generation.jp"
"8360","PUBLISHER","<U+682A><U+5F0F><U+4F1A><U+793E><U+6BCE><U+65E5><U+65B0><U+805E><U+793E>","www.mainichi.co.jp","adg-info@supership.jp","Tatsumura Aoyama Bldg. 5-4-35 Minami-Aoyama, Minato-ku, Tokyo 107-0062","1.0","ad-generation.jp"
"8362","PUBLISHER","<U+682A><U+5F0F><U+4F1A><U+793E><U+30B5><U+30A4><U+30D0><U+30FC><U+30B2><U+30FC><U+30C8>",NA,"adg-info@supership.jp","Tatsumura Aoyama Bldg. 5-4-35 Minami-Aoyama, Minato-ku, Tokyo 107-0062","1.0","ad-generation.jp"
"8363","PUBLISHER","<U+682A><U+5F0F><U+4F1A><U+793E><U+30E1><U+30C7><U+30A3><U+30A2>·<U+30B7><U+30A7><U+30A4><U+30AB><U+30FC><U+30BA>","mediashakers.co.jp","adg-info@supership.jp","Tatsumura Aoyama Bldg. 5-4-35 Minami-Aoyama, Minato-ku, Tokyo 107-0062","1.0","ad-generation.jp"
"8364","PUBLISHER","<U+30A2><U+30A4><U+30E9><U+30F3><U+30C9><U+682A><U+5F0F><U+4F1A><U+793E>","ww.ai-land.co.jp","adg-info@supership.jp","Tatsumura Aoyama Bldg. 5-4-35 Minami-Aoyama, Minato-ku, Tokyo 107-0062","1.0","ad-generation.jp"
"8365","PUBLISHER","<U+682A><U+5F0F><U+4F1A><U+793E><U+30A2><U+30A4><U+30C7><U+30F3><U+30C6><U+30A3><U+30C6><U+30A3><U+30FC>","www.id-entity.jp","adg-info@supership.jp","Tatsumura Aoyama Bldg. 5-4-35 Minami-Aoyama, Minato-ku, Tokyo 107-0062","1.0","ad-generation.jp"
"8366","PUBLISHER","<U+30A8><U+30FC><U+30C6><U+30C3><U+30AF><U+682A><U+5F0F><U+4F1A><U+793E>","www.atech.ne.jp","adg-info@supership.jp","Tatsumura Aoyama Bldg. 5-4-35 Minami-Aoyama, Minato-ku, Tokyo 107-0062","1.0","ad-generation.jp"
"8368","INTERMEDIARY","<U+30EA><U+30F3><U+30AF><U+30B9><U+30B8><U+30E3><U+30D1><U+30F3><U+682A><U+5F0F><U+4F1A><U+793E>","linksjapan.net","adg-info@supership.jp","Tatsumura Aoyama Bldg. 5-4-35 Minami-Aoyama, Minato-ku, Tokyo 107-0062","1.0","ad-generation.jp"
"8369","PUBLISHER","<U+682A><U+5F0F><U+4F1A><U+793E><U+30AF><U+30ED><U+30B9><U+30D5><U+30A3><U+30FC><U+30EB><U+30C9>",NA,"adg-info@supership.jp","Tatsumura Aoyama Bldg. 5-4-35 Minami-Aoyama, Minato-ku, Tokyo 107-0062","1.0","ad-generation.jp"
"8370","PUBLISHER","<U+682A><U+5F0F><U+4F1A><U+793E><U+306F><U+3066><U+306A>","www.hatena.ne.jp","adg-info@supership.jp","Tatsumura Aoyama Bldg. 5-4-35 Minami-Aoyama, Minato-ku, Tokyo 107-0062","1.0","ad-generation.jp"
"8371","PUBLISHER","<U+30A6><U+30A7><U+30B6><U+30FC>·<U+30B5><U+30FC><U+30D3><U+30B9><U+682A><U+5F0F><U+4F1A><U+793E>","www.otenki.co.jp","adg-info@supership.jp","Tatsumura Aoyama Bldg. 5-4-35 Minami-Aoyama, Minato-ku, Tokyo 107-0062","1.0","ad-generation.jp"
"8372","PUBLISHER","<U+682A><U+5F0F><U+4F1A><U+793E>KADOKAWA(<U+30C0>·<U+30F4><U+30A3><U+30F3><U+30C1><U+30CB><U+30E5><U+30FC><U+30B9>)","mediafactory.jp","adg-info@supership.jp","Tatsumura Aoyama Bldg. 5-4-35 Minami-Aoyama, Minato-ku, Tokyo 107-0062","1.0","ad-generation.jp"
"8374","PUBLISHER","<U+682A><U+5F0F><U+4F1A><U+793E>ITI","www.iti-inc.co.jp","adg-info@supership.jp","Tatsumura Aoyama Bldg. 5-4-35 Minami-Aoyama, Minato-ku, Tokyo 107-0062","1.0","ad-generation.jp"
"8376","PUBLISHER","<U+30A2><U+30F3><U+30C9><U+30ED><U+30A4><U+30C0><U+30FC><U+682A><U+5F0F><U+4F1A><U+793E>","androider.jp","adg-info@supership.jp","Tatsumura Aoyama Bldg. 5-4-35 Minami-Aoyama, Minato-ku, Tokyo 107-0062","1.0","ad-generation.jp"
"8377","PUBLISHER","<U+30E2><U+30D0><U+30A4><U+30EB><U+30AF><U+30EA><U+30A8><U+30A4><U+30BF><U+30FC>(<U+540C>)",NA,"adg-info@supership.jp","Tatsumura Aoyama Bldg. 5-4-35 Minami-Aoyama, Minato-ku, Tokyo 107-0062","1.0","ad-generation.jp"
"8379","PUBLISHER","<U+682A><U+5F0F><U+4F1A><U+793E><U+30C6><U+30B7><U+30AA><U+30C6><U+30AF><U+30CE><U+30ED><U+30B8>","www.tesyio.com","adg-info@supership.jp","Tatsumura Aoyama Bldg. 5-4-35 Minami-Aoyama, Minato-ku, Tokyo 107-0062","1.0","ad-generation.jp"
"8380","PUBLISHER","<U+682A><U+5F0F><U+4F1A><U+793E>Zazen","www.zazen-inc.com","adg-info@supership.jp","Tatsumura Aoyama Bldg. 5-4-35 Minami-Aoyama, Minato-ku, Tokyo 107-0062","1.0","ad-generation.jp"
"8382","PUBLISHER","<U+682A><U+5F0F><U+4F1A><U+793E><U+30E2><U+30D6><U+30AD><U+30E3><U+30B9><U+30C8>","mobcast.co.jp","adg-info@supership.jp","Tatsumura Aoyama Bldg. 5-4-35 Minami-Aoyama, Minato-ku, Tokyo 107-0062","1.0","ad-generation.jp"
"8383","PUBLISHER","<U+682A><U+5F0F><U+4F1A><U+793E>CAC","colorsapp.com","adg-info@supership.jp","Tatsumura Aoyama Bldg. 5-4-35 Minami-Aoyama, Minato-ku, Tokyo 107-0062","1.0","ad-generation.jp"
"8385","PUBLISHER","<U+682A><U+5F0F><U+4F1A><U+793E>JTB<U+30D1><U+30D6><U+30EA><U+30C3><U+30B7><U+30F3><U+30B0>","www.jtbpublishing.com","adg-info@supership.jp","Tatsumura Aoyama Bldg. 5-4-35 Minami-Aoyama, Minato-ku, Tokyo 107-0062","1.0","ad-generation.jp"
"8386","PUBLISHER","<U+30AB><U+30A4><U+30C8><U+682A><U+5F0F><U+4F1A><U+793E>",NA,"adg-info@supership.jp","Tatsumura Aoyama Bldg. 5-4-35 Minami-Aoyama, Minato-ku, Tokyo 107-0062","1.0","ad-generation.jp"
"8387","PUBLISHER","<U+682A><U+5F0F><U+4F1A><U+793E><U+30A2><U+30EA><U+30B9><U+30A4><U+30F3><U+30B5><U+30A4><U+30D0><U+30FC><U+30E9><U+30F3><U+30C9>","aliceincyberland.co.jp","adg-info@supership.jp","Tatsumura Aoyama Bldg. 5-4-35 Minami-Aoyama, Minato-ku, Tokyo 107-0062","1.0","ad-generation.jp"
"8388","PUBLISHER","<U+30CF><U+30EA><U+30A6><U+30C3><U+30C9><U+30C1><U+30E3><U+30F3><U+30CD><U+30EB><U+682A><U+5F0F><U+4F1A><U+793E>","www.hollywood-ch.com","adg-info@supership.jp","Tatsumura Aoyama Bldg. 5-4-35 Minami-Aoyama, Minato-ku, Tokyo 107-0062","1.0","ad-generation.jp"
"8390","PUBLISHER","<U+682A><U+5F0F><U+4F1A><U+793E><U+30B5><U+30F3><U+30EA><U+30AA><U+30A6><U+30A7><U+30FC><U+30D6>",NA,"adg-info@supership.jp","Tatsumura Aoyama Bldg. 5-4-35 Minami-Aoyama, Minato-ku, Tokyo 107-0062","1.0","ad-generation.jp"
"8391","PUBLISHER","<U+682A><U+5F0F><U+4F1A><U+793E><U+30EA><U+30D6><U+30BB><U+30F3><U+30B9>","www.livesense.co.jp","adg-info@supership.jp","Tatsumura Aoyama Bldg. 5-4-35 Minami-Aoyama, Minato-ku, Tokyo 107-0062","1.0","ad-generation.jp"
"8392","PUBLISHER","<U+682A><U+5F0F><U+4F1A><U+793E><U+30EF><U+30FC><U+30AB><U+30FC><U+30D3><U+30FC>","www.wkb.jp","adg-info@supership.jp","Tatsumura Aoyama Bldg. 5-4-35 Minami-Aoyama, Minato-ku, Tokyo 107-0062","1.0","ad-generation.jp"
"8394","PUBLISHER","<U+682A><U+5F0F><U+4F1A><U+793E><U+30F4><U+30A1><U+30EB><U+7814><U+7A76><U+6240>","www.val.co.jp","adg-info@supership.jp","Tatsumura Aoyama Bldg. 5-4-35 Minami-Aoyama, Minato-ku, Tokyo 107-0062","1.0","ad-generation.jp"
"8395","PUBLISHER","<U+682A><U+5F0F><U+4F1A><U+793E>OKT",NA,"adg-info@supership.jp","Tatsumura Aoyama Bldg. 5-4-35 Minami-Aoyama, Minato-ku, Tokyo 107-0062","1.0","ad-generation.jp"
"8396","PUBLISHER","<U+682A><U+5F0F><U+4F1A><U+793E><U+30D9><U+30A4><U+30A8><U+30D5><U+30A8><U+30E0>","www.bayfm.co.jp","adg-info@supership.jp","Tatsumura Aoyama Bldg. 5-4-35 Minami-Aoyama, Minato-ku, Tokyo 107-0062","1.0","ad-generation.jp"
"8401","PUBLISHER","<U+682A><U+5F0F><U+4F1A><U+793E><U+30A2><U+30C9><U+30A6><U+30A7><U+30A4><U+30BA>","www.adways.net","adg-info@supership.jp","Tatsumura Aoyama Bldg. 5-4-35 Minami-Aoyama, Minato-ku, Tokyo 107-0062","1.0","ad-generation.jp"
"8408","PUBLISHER","<U+682A><U+5F0F><U+4F1A><U+793E><U+30C7><U+30A3><U+30FC><U+30B9><U+30EA><U+30FC>·<U+30D1><U+30D6><U+30EA><U+30C3><U+30B7><U+30E3><U+30FC>","www.d3p.co.jp","adg-info@supership.jp","Tatsumura Aoyama Bldg. 5-4-35 Minami-Aoyama, Minato-ku, Tokyo 107-0062","1.0","ad-generation.jp"
"8409","PUBLISHER","<U+3010><U+9000><U+4F1A><U+3011><U+5927><U+8208><U+7523><U+696D><U+682A><U+5F0F><U+4F1A><U+793E>","www.daikokk.com","adg-info@supership.jp","Tatsumura Aoyama Bldg. 5-4-35 Minami-Aoyama, Minato-ku, Tokyo 107-0062","1.0","ad-generation.jp"
"8410","PUBLISHER","SAT-BOX<U+682A><U+5F0F><U+4F1A><U+793E>","sat-box.jp","adg-info@supership.jp","Tatsumura Aoyama Bldg. 5-4-35 Minami-Aoyama, Minato-ku, Tokyo 107-0062","1.0","ad-generation.jp"
"8411","PUBLISHER","<U+30C6><U+30A3><U+30D5><U+30A9><U+30F3><U+682A><U+5F0F><U+4F1A><U+793E>","www.tyffon.com","adg-info@supership.jp","Tatsumura Aoyama Bldg. 5-4-35 Minami-Aoyama, Minato-ku, Tokyo 107-0062","1.0","ad-generation.jp"
"8412","PUBLISHER","<U+5408><U+540C><U+4F1A><U+793E><U+30A8><U+30F3><U+30C7><U+30D0><U+30FC>",NA,"adg-info@supership.jp","Tatsumura Aoyama Bldg. 5-4-35 Minami-Aoyama, Minato-ku, Tokyo 107-0062","1.0","ad-generation.jp"
"8413","PUBLISHER","<U+682A><U+5F0F><U+4F1A><U+793E><U+30A2><U+30FC><U+30BA>","arez.co.jp","adg-info@supership.jp","Tatsumura Aoyama Bldg. 5-4-35 Minami-Aoyama, Minato-ku, Tokyo 107-0062","1.0","ad-generation.jp"
"8427","PUBLISHER","<U+682A><U+5F0F><U+4F1A><U+793E><U+30E9><U+30A4><U+30D6><U+30A2><U+30BA>","www.liveads.co.jp","adg-info@supership.jp","Tatsumura Aoyama Bldg. 5-4-35 Minami-Aoyama, Minato-ku, Tokyo 107-0062","1.0","ad-generation.jp"
"8428","PUBLISHER","SG<U+30A2><U+30C9><U+30D0><U+30F3><U+30B9>",NA,"adg-info@supership.jp","Tatsumura Aoyama Bldg. 5-4-35 Minami-Aoyama, Minato-ku, Tokyo 107-0062","1.0","ad-generation.jp"
"8433","PUBLISHER","<U+682A><U+5F0F><U+4F1A><U+793E>mediba_camily","www.mediba.jp","adg-info@supership.jp","Tatsumura Aoyama Bldg. 5-4-35 Minami-Aoyama, Minato-ku, Tokyo 107-0062","1.0","ad-generation.jp"
"8435","PUBLISHER","<U+682A><U+5F0F><U+4F1A><U+793E>MARK APP","mark-app.co.jp","adg-info@supership.jp","Tatsumura Aoyama Bldg. 5-4-35 Minami-Aoyama, Minato-ku, Tokyo 107-0062","1.0","ad-generation.jp"
"8437","PUBLISHER","<U+682A><U+5F0F><U+4F1A><U+793E><U+30AA><U+30C8><U+30D0><U+30F3><U+30AF>",NA,"adg-info@supership.jp","Tatsumura Aoyama Bldg. 5-4-35 Minami-Aoyama, Minato-ku, Tokyo 107-0062","1.0","ad-generation.jp"
"8438","PUBLISHER","<U+682A><U+5F0F><U+4F1A><U+793E><U+30A8><U+30A4><U+30C1><U+30FC><U+30E0>","www.a-tm.co.jp","adg-info@supership.jp","Tatsumura Aoyama Bldg. 5-4-35 Minami-Aoyama, Minato-ku, Tokyo 107-0062","1.0","ad-generation.jp"
"8440","PUBLISHER","<U+682A><U+5F0F><U+4F1A><U+793E>ZAIZEN","zaizen.jp","adg-info@supership.jp","Tatsumura Aoyama Bldg. 5-4-35 Minami-Aoyama, Minato-ku, Tokyo 107-0062","1.0","ad-generation.jp"
"8441","PUBLISHER","<U+682A><U+5F0F><U+4F1A><U+793E><U+3042><U+3059><U+304B><U+4F01><U+753B>",NA,"adg-info@supership.jp","Tatsumura Aoyama Bldg. 5-4-35 Minami-Aoyama, Minato-ku, Tokyo 107-0062","1.0","ad-generation.jp"
