"seller_id","name","seller_type","domain","contact_email","contact_address","version","seller_json_source"
"2510226","Aconmedia Ltd & Co. Kg","PUBLISHER","aconmedia.de","support@yieldlab.de","Yieldlab AG, Colonnaden 41, 20354 Hamburg, Germany","1.0","ad.yieldlab.net"
"2348890","Active International GmbH","PUBLISHER","active-international.de","support@yieldlab.de","Yieldlab AG, Colonnaden 41, 20354 Hamburg, Germany","1.0","ad.yieldlab.net"
"2223324","Adopstar","PUBLISHER","adopstar.com","support@yieldlab.de","Yieldlab AG, Colonnaden 41, 20354 Hamburg, Germany","1.0","ad.yieldlab.net"
"2469221","adverserve digital advertising services GmbH","PUBLISHER","adverserve.com","support@yieldlab.de","Yieldlab AG, Colonnaden 41, 20354 Hamburg, Germany","1.0","ad.yieldlab.net"
"830726","diva-e Advertising GmbH","PUBLISHER","advertising.de","support@yieldlab.de","Yieldlab AG, Colonnaden 41, 20354 Hamburg, Germany","1.0","ad.yieldlab.net"
"5230928","aeroTELEGRAPH","PUBLISHER","aerotelegraph.com","support@yieldlab.de","Yieldlab AG, Colonnaden 41, 20354 Hamburg, Germany","1.0","ad.yieldlab.net"
"8058080","Aktionsfinder.at","PUBLISHER","aktionsfinder.at","support@yieldlab.de","Yieldlab AG, Colonnaden 41, 20354 Hamburg, Germany","1.0","ad.yieldlab.net"
"2373635","ARBÖ","PUBLISHER","arboe.at","support@yieldlab.de","Yieldlab AG, Colonnaden 41, 20354 Hamburg, Germany","1.0","ad.yieldlab.net"
"5179713","Aumago GmbH","PUBLISHER","aumago.com","support@yieldlab.de","Yieldlab AG, Colonnaden 41, 20354 Hamburg, Germany","1.0","ad.yieldlab.net"
"2150508","Avira Holding GmbH & Co KG","PUBLISHER","avira.com","support@yieldlab.de","Yieldlab AG, Colonnaden 41, 20354 Hamburg, Germany","1.0","ad.yieldlab.net"
"6332043","AdTech Factory GmbH & Co. KG","PUBLISHER","bcn.burda.com","support@yieldlab.de","Yieldlab AG, Colonnaden 41, 20354 Hamburg, Germany","1.0","ad.yieldlab.net"
"21691","BurdaForward Advertising GmbH","PUBLISHER","burda-forward.de","support@yieldlab.de","Yieldlab AG, Colonnaden 41, 20354 Hamburg, Germany","1.0","ad.yieldlab.net"
"73151","Ceramex Media GmbH","PUBLISHER","ceramex-media.de","support@yieldlab.de","Yieldlab AG, Colonnaden 41, 20354 Hamburg, Germany","1.0","ad.yieldlab.net"
"411982","commonMedia GmbH","PUBLISHER","commonmedia.de","support@yieldlab.de","Yieldlab AG, Colonnaden 41, 20354 Hamburg, Germany","1.0","ad.yieldlab.net"
"69133","JustPremium","PUBLISHER","de.justpremium.com","support@yieldlab.de","Yieldlab AG, Colonnaden 41, 20354 Hamburg, Germany","1.0","ad.yieldlab.net"
"227473","STANDARD Verlagsgesellschaft m.b.H","PUBLISHER","derstandard.at","support@yieldlab.de","Yieldlab AG, Colonnaden 41, 20354 Hamburg, Germany","1.0","ad.yieldlab.net"
"2131631","e-quadrat communications gmbh","PUBLISHER","e-2.at","support@yieldlab.de","Yieldlab AG, Colonnaden 41, 20354 Hamburg, Germany","1.0","ad.yieldlab.net"
"8464","Ad Alliance GmbH","PUBLISHER","ems.ad-alliance.de","support@yieldlab.de","Yieldlab AG, Colonnaden 41, 20354 Hamburg, Germany","1.0","ad.yieldlab.net"
"2372526","Epoch Times Europe GmbH","PUBLISHER","epochtimes.de","support@yieldlab.de","Yieldlab AG, Colonnaden 41, 20354 Hamburg, Germany","1.0","ad.yieldlab.net"
"521617","theINDUSTRY AG","PUBLISHER","eyeonx.ch","support@yieldlab.de","Yieldlab AG, Colonnaden 41, 20354 Hamburg, Germany","1.0","ad.yieldlab.net"
"6103636","fashionpaper.ch","PUBLISHER","fashionpaper.ch","support@yieldlab.de","Yieldlab AG, Colonnaden 41, 20354 Hamburg, Germany","1.0","ad.yieldlab.net"
"594044","Finance Media GmbH","PUBLISHER","finance-media.de","support@yieldlab.de","Yieldlab AG, Colonnaden 41, 20354 Hamburg, Germany","1.0","ad.yieldlab.net"
"402360","GCM Go City Media GmbH","PUBLISHER","gcmberlin.de","support@yieldlab.de","Yieldlab AG, Colonnaden 41, 20354 Hamburg, Germany","1.0","ad.yieldlab.net"
"513042","Geizhals - Preisvergleich Internet Services AG","PUBLISHER","geizhals.at","support@yieldlab.de","Yieldlab AG, Colonnaden 41, 20354 Hamburg, Germany","1.0","ad.yieldlab.net"
"2448123","Glomex GmbH","PUBLISHER","glomex.com","support@yieldlab.de","Yieldlab AG, Colonnaden 41, 20354 Hamburg, Germany","1.0","ad.yieldlab.net"
"5494697","BörseGo AG","PUBLISHER","godmode-trader.de","support@yieldlab.de","Yieldlab AG, Colonnaden 41, 20354 Hamburg, Germany","1.0","ad.yieldlab.net"
"91034","Greven Medien GmbH & Co. KG","PUBLISHER","greven.de","support@yieldlab.de","Yieldlab AG, Colonnaden 41, 20354 Hamburg, Germany","1.0","ad.yieldlab.net"
"109784","Gute Küche Medien GmbH","PUBLISHER","gutekueche.at","support@yieldlab.de","Yieldlab AG, Colonnaden 41, 20354 Hamburg, Germany","1.0","ad.yieldlab.net"
"9797","Heise Medien GmbH & Co. KG","PUBLISHER","heise.de","support@yieldlab.de","Yieldlab AG, Colonnaden 41, 20354 Hamburg, Germany","1.0","ad.yieldlab.net"
"7103487","highfivve GmbH","PUBLISHER","highfivve.com","support@yieldlab.de","Yieldlab AG, Colonnaden 41, 20354 Hamburg, Germany","1.0","ad.yieldlab.net"
"6332149","IAT Innovative Advertising Technologies GmbH","PUBLISHER","i-a-t.net","support@yieldlab.de","Yieldlab AG, Colonnaden 41, 20354 Hamburg, Germany","1.0","ad.yieldlab.net"
"62715","Immowelt AG","PUBLISHER","immowelt.de","support@yieldlab.de","Yieldlab AG, Colonnaden 41, 20354 Hamburg, Germany","1.0","ad.yieldlab.net"
"21719","iq digital media marketing gmbh","PUBLISHER","iqdigital.de","support@yieldlab.de","Yieldlab AG, Colonnaden 41, 20354 Hamburg, Germany","1.0","ad.yieldlab.net"
"8004189","Telekurier Online Medien GmbH & Co KG","PUBLISHER","kurier.at","support@yieldlab.de","Yieldlab AG, Colonnaden 41, 20354 Hamburg, Germany","1.0","ad.yieldlab.net"
"46035","Lablue","PUBLISHER","lablue.de","support@yieldlab.de","Yieldlab AG, Colonnaden 41, 20354 Hamburg, Germany","1.0","ad.yieldlab.net"
"433965","Lokale Internetwerbung GmbH & Co. KG","PUBLISHER","lokale-internetwerbung.de","support@yieldlab.de","Yieldlab AG, Colonnaden 41, 20354 Hamburg, Germany","1.0","ad.yieldlab.net"
"7238","MAIRDUMONT NETLETIX GmbH & Co. KG","PUBLISHER","mairdumont-netletix.com","support@yieldlab.de","Yieldlab AG, Colonnaden 41, 20354 Hamburg, Germany","1.0","ad.yieldlab.net"
"453131","Media Impact GmbH & Co. KG","PUBLISHER","mediaimpact.de","support@yieldlab.de","Yieldlab AG, Colonnaden 41, 20354 Hamburg, Germany","1.0","ad.yieldlab.net"
"5230265","meinestadt.de GmbH","PUBLISHER","meinestadt.de","support@yieldlab.de","Yieldlab AG, Colonnaden 41, 20354 Hamburg, Germany","1.0","ad.yieldlab.net"
"6152554","MGA Intermedia GmbH","PUBLISHER","mga-intermedia.com","support@yieldlab.de","Yieldlab AG, Colonnaden 41, 20354 Hamburg, Germany","1.0","ad.yieldlab.net"
"81880","Mirando GmbH & Co. KG","PUBLISHER","mirando.de","support@yieldlab.de","Yieldlab AG, Colonnaden 41, 20354 Hamburg, Germany","1.0","ad.yieldlab.net"
"11795","Mobile.de GmbH","PUBLISHER","mobile.de","support@yieldlab.de","Yieldlab AG, Colonnaden 41, 20354 Hamburg, Germany","1.0","ad.yieldlab.net"
"6374319","MSO Digital GmbH & Co. KG","PUBLISHER","mso-digital.de","support@yieldlab.de","Yieldlab AG, Colonnaden 41, 20354 Hamburg, Germany","1.0","ad.yieldlab.net"
"7606521","MSO Digital GmbH & Co. KG - 2","PUBLISHER","mso-digital.de","support@yieldlab.de","Yieldlab AG, Colonnaden 41, 20354 Hamburg, Germany","1.0","ad.yieldlab.net"
"8331826","nachrichten.at","PUBLISHER","nachrichten.at","support@yieldlab.de","Yieldlab AG, Colonnaden 41, 20354 Hamburg, Germany","1.0","ad.yieldlab.net"
"5231373","Nau media AG","PUBLISHER","nau.ch","support@yieldlab.de","Yieldlab AG, Colonnaden 41, 20354 Hamburg, Germany","1.0","ad.yieldlab.net"
"2448254","netdoktor.at GmbH","PUBLISHER","netdoktor.at","support@yieldlab.de","Yieldlab AG, Colonnaden 41, 20354 Hamburg, Germany","1.0","ad.yieldlab.net"
"495507","Netpoint Media GmbH","PUBLISHER","netpoint-media.de","support@yieldlab.de","Yieldlab AG, Colonnaden 41, 20354 Hamburg, Germany","1.0","ad.yieldlab.net"
"6023963","newhome.ch AG","PUBLISHER","newhome.ch","support@yieldlab.de","Yieldlab AG, Colonnaden 41, 20354 Hamburg, Germany","1.0","ad.yieldlab.net"
"109701","oe24 GmbH","PUBLISHER","oe24.at","support@yieldlab.de","Yieldlab AG, Colonnaden 41, 20354 Hamburg, Germany","1.0","ad.yieldlab.net"
"8889400","Omnicom Media Group GmbH Supply","PUBLISHER","omg.de","support@yieldlab.de","Yieldlab AG, Colonnaden 41, 20354 Hamburg, Germany","1.0","ad.yieldlab.net"
"6264875","Onvista Media GmbH","PUBLISHER","onvista.de","support@yieldlab.de","Yieldlab AG, Colonnaden 41, 20354 Hamburg, Germany","1.0","ad.yieldlab.net"
"8749863","ORF-Enterprise GmbH & Co KG","PUBLISHER","orf.at","support@yieldlab.de","Yieldlab AG, Colonnaden 41, 20354 Hamburg, Germany","1.0","ad.yieldlab.net"
"116373","Otto Group Media GmbH","PUBLISHER","ottogroup.media","support@yieldlab.de","Yieldlab AG, Colonnaden 41, 20354 Hamburg, Germany","1.0","ad.yieldlab.net"
"47883","playzo GmbH","PUBLISHER","playzo.de","support@yieldlab.de","Yieldlab AG, Colonnaden 41, 20354 Hamburg, Germany","1.0","ad.yieldlab.net"
"72723","ProSiebenSat.1 PULS 4 GmbH","PUBLISHER","prosiebensat1puls4.com","support@yieldlab.de","Yieldlab AG, Colonnaden 41, 20354 Hamburg, Germany","1.0","ad.yieldlab.net"
"509981","Pushfire Ltd.","PUBLISHER","pushfire.de","support@yieldlab.de","Yieldlab AG, Colonnaden 41, 20354 Hamburg, Germany","1.0","ad.yieldlab.net"
"706149","Quarter Media Technologies GmbH","PUBLISHER","quartermedia.de","support@yieldlab.de","Yieldlab AG, Colonnaden 41, 20354 Hamburg, Germany","1.0","ad.yieldlab.net"
"70","Reachnet DE Ltd.","PUBLISHER","reachnet.de","support@yieldlab.de","Yieldlab AG, Colonnaden 41, 20354 Hamburg, Germany","1.0","ad.yieldlab.net"
"8883126","RP Digital GmbH","PUBLISHER","rp-digital.de","support@yieldlab.de","Yieldlab AG, Colonnaden 41, 20354 Hamburg, Germany","1.0","ad.yieldlab.net"
"6119459","Salzburg Digital GmbH","PUBLISHER","salzburg-digital.at","support@yieldlab.de","Yieldlab AG, Colonnaden 41, 20354 Hamburg, Germany","1.0","ad.yieldlab.net"
"890418","Scout24 AG","PUBLISHER","scout24.de","support@yieldlab.de","Yieldlab AG, Colonnaden 41, 20354 Hamburg, Germany","1.0","ad.yieldlab.net"
"5710","SevenOne Media GmbH","PUBLISHER","sevenonemedia.de","support@yieldlab.de","Yieldlab AG, Colonnaden 41, 20354 Hamburg, Germany","1.0","ad.yieldlab.net"
"851872","PEP SevenOneMedia (YDC)","PUBLISHER","sevenonemedia.de","support@yieldlab.de","Yieldlab AG, Colonnaden 41, 20354 Hamburg, Germany","1.0","ad.yieldlab.net"
"130415","Skalden Media","PUBLISHER","skalden-media.de","support@yieldlab.de","Yieldlab AG, Colonnaden 41, 20354 Hamburg, Germany","1.0","ad.yieldlab.net"
"2172218","SMARTSTREAM.TV GmbH","BOTH","smartstream.tv","support@yieldlab.de","Yieldlab AG, Colonnaden 41, 20354 Hamburg, Germany","1.0","ad.yieldlab.net"
"172","SPIEGEL-Verlag Rudolf Augstein GmbH & Co. KG","PUBLISHER","spiegel.media","support@yieldlab.de","Yieldlab AG, Colonnaden 41, 20354 Hamburg, Germany","1.0","ad.yieldlab.net"
"7525759","Sportradar Media Services GmbH","PUBLISHER","sportradar.com","support@yieldlab.de","Yieldlab AG, Colonnaden 41, 20354 Hamburg, Germany","1.0","ad.yieldlab.net"
"6074081","Flughafen Stuttgart GmbH","PUBLISHER","stuttgart-airport.de","support@yieldlab.de","Yieldlab AG, Colonnaden 41, 20354 Hamburg, Germany","1.0","ad.yieldlab.net"
"13216","United Internet Media GmbH","PUBLISHER","united-internet-media.de","support@yieldlab.de","Yieldlab AG, Colonnaden 41, 20354 Hamburg, Germany","1.0","ad.yieldlab.net"
"804180","Verivox GmbH","PUBLISHER","verivox.com","support@yieldlab.de","Yieldlab AG, Colonnaden 41, 20354 Hamburg, Germany","1.0","ad.yieldlab.net"
"133612","VGN Medien Holding GmbH","PUBLISHER","vgn.at","support@yieldlab.de","Yieldlab AG, Colonnaden 41, 20354 Hamburg, Germany","1.0","ad.yieldlab.net"
"7568866","Visoon Video Impact GmbH & Co KG","PUBLISHER","visoon.de","support@yieldlab.de","Yieldlab AG, Colonnaden 41, 20354 Hamburg, Germany","1.0","ad.yieldlab.net"
"348727","Exaring AG","PUBLISHER","waipu.tv","support@yieldlab.de","Yieldlab AG, Colonnaden 41, 20354 Hamburg, Germany","1.0","ad.yieldlab.net"
"411126","wallstreet:online AG","PUBLISHER","wallstreet-online.de","support@yieldlab.de","Yieldlab AG, Colonnaden 41, 20354 Hamburg, Germany","1.0","ad.yieldlab.net"
"6355352","Weischer Online GmbH","PUBLISHER","weischer.media.de","support@yieldlab.de","Yieldlab AG, Colonnaden 41, 20354 Hamburg, Germany","1.0","ad.yieldlab.net"
"9154098","WetterOnline","PUBLISHER","wetteronline.de","support@yieldlab.de","Yieldlab AG, Colonnaden 41, 20354 Hamburg, Germany","1.0","ad.yieldlab.net"
"161633","Wohnnet Medien GmbH","PUBLISHER","wohnnet.at","support@yieldlab.de","Yieldlab AG, Colonnaden 41, 20354 Hamburg, Germany","1.0","ad.yieldlab.net"
"473908","inStream Media GmbH","PUBLISHER","instream.at","support@yieldlab.de","Yieldlab AG, Colonnaden 41, 20354 Hamburg, Germany","1.0","ad.yieldlab.net"
"2117490","Urban Media GmbH","PUBLISHER","yieldlab.de","support@yieldlab.de","Yieldlab AG, Colonnaden 41, 20354 Hamburg, Germany","1.0","ad.yieldlab.net"
"6032692","onAd GmbH & Co. KG","INTERMEDIARY","","support@yieldlab.de","Yieldlab AG, Colonnaden 41, 20354 Hamburg, Germany","1.0","ad.yieldlab.net"
"7069628","Hutchison Drei Austria GmbH","PUBLISHER","drei.at","support@yieldlab.de","Yieldlab AG, Colonnaden 41, 20354 Hamburg, Germany","1.0","ad.yieldlab.net"
"7555762","Instant Web Disocunt GmbH","PUBLISHER","autogott.at","support@yieldlab.de","Yieldlab AG, Colonnaden 41, 20354 Hamburg, Germany","1.0","ad.yieldlab.net"
"8012361","netzwelt GmbH","PUBLISHER","netzwelt.de","support@yieldlab.de","Yieldlab AG, Colonnaden 41, 20354 Hamburg, Germany","1.0","ad.yieldlab.net"
"8104522","Blogform Social Media GmbH","PUBLISHER","","support@yieldlab.de","Yieldlab AG, Colonnaden 41, 20354 Hamburg, Germany","1.0","ad.yieldlab.net"
"8369003","GWI Media Technologies GmbH","PUBLISHER","","support@yieldlab.de","Yieldlab AG, Colonnaden 41, 20354 Hamburg, Germany","1.0","ad.yieldlab.net"
"8295301","zoom.in Deutschland GmbH","PUBLISHER","zoomin.tv","support@yieldlab.de","Yieldlab AG, Colonnaden 41, 20354 Hamburg, Germany","1.0","ad.yieldlab.net"
"8749863","ORF-Enterprise GmbH & Co. KG","PUBLISHER","enterprise.orf.at","support@yieldlab.de","Yieldlab AG, Colonnaden 41, 20354 Hamburg, Germany","1.0","ad.yieldlab.net"
"10215650","wetter.com GmbH","PUBLISHER","wetter.com","support@yieldlab.de","Yieldlab AG, Colonnaden 41, 20354 Hamburg, Germany","1.0","ad.yieldlab.net"
