"seller_id","seller_type","domain","name","is_confidential","contact_email","contact_address","version","seller_json_source"
"117","INTERMEDIARY","mediagroupdenmark.dk","MEDIA GROUP DENMARK ApS",NA,"publishers@adform.com","Adform A/S, Wildersgade 10B, 1, 1408 Copenhagen, Denmark","1.0","adform.com"
"120","PUBLISHER","benjamin.dk","Benjamin Media A/S",NA,"publishers@adform.com","Adform A/S, Wildersgade 10B, 1, 1408 Copenhagen, Denmark","1.0","adform.com"
"122","BOTH","step.dk","STEP A/S",NA,"publishers@adform.com","Adform A/S, Wildersgade 10B, 1, 1408 Copenhagen, Denmark","1.0","adform.com"
"125","INTERMEDIARY","leeads.com","Leeads AB",NA,"publishers@adform.com","Adform A/S, Wildersgade 10B, 1, 1408 Copenhagen, Denmark","1.0","adform.com"
"126","PUBLISHER","aller.dk","Aller Media A/S",NA,"publishers@adform.com","Adform A/S, Wildersgade 10B, 1, 1408 Copenhagen, Denmark","1.0","adform.com"
"127","BOTH","eniro.se","Eniro Forsjalning AB",NA,"publishers@adform.com","Adform A/S, Wildersgade 10B, 1, 1408 Copenhagen, Denmark","1.0","adform.com"
"130","PUBLISHER",NA,"Sport Publish OÂ",NA,"publishers@adform.com","Adform A/S, Wildersgade 10B, 1, 1408 Copenhagen, Denmark","1.0","adform.com"
"134","PUBLISHER","startsiden.no","ABC STARTSIDEN AS",NA,"publishers@adform.com","Adform A/S, Wildersgade 10B, 1, 1408 Copenhagen, Denmark","1.0","adform.com"
"142","PUBLISHER",NA,"Aller Media Oy",NA,"publishers@adform.com","Adform A/S, Wildersgade 10B, 1, 1408 Copenhagen, Denmark","1.0","adform.com"
"143","PUBLISHER",NA,"Fonecta Oy",NA,"publishers@adform.com","Adform A/S, Wildersgade 10B, 1, 1408 Copenhagen, Denmark","1.0","adform.com"
"151","PUBLISHER",NA,"PriceRuner Danmark ApS",NA,"publishers@adform.com","Adform A/S, Wildersgade 10B, 1, 1408 Copenhagen, Denmark","1.0","adform.com"
"154","INTERMEDIARY","dagensmedie.dk","Dagensmedie.dk",NA,"publishers@adform.com","Adform A/S, Wildersgade 10B, 1, 1408 Copenhagen, Denmark","1.0","adform.com"
"155","PUBLISHER","ebay.dk","eBay Classifieds Scandinavia Aps",NA,"publishers@adform.com","Adform A/S, Wildersgade 10B, 1, 1408 Copenhagen, Denmark","1.0","adform.com"
"157","PUBLISHER","15min.lt","15min UAB",NA,"publishers@adform.com","Adform A/S, Wildersgade 10B, 1, 1408 Copenhagen, Denmark","1.0","adform.com"
"158","INTERMEDIARY",NA,"Adnet MEDIA UAB",NA,"publishers@adform.com","Adform A/S, Wildersgade 10B, 1, 1408 Copenhagen, Denmark","1.0","adform.com"
"163","PUBLISHER",NA,"Propelcom.dk",NA,"publishers@adform.com","Adform A/S, Wildersgade 10B, 1, 1408 Copenhagen, Denmark","1.0","adform.com"
"165","PUBLISHER",NA,"Computerworld A/S",NA,"publishers@adform.com","Adform A/S, Wildersgade 10B, 1, 1408 Copenhagen, Denmark","1.0","adform.com"
"178","PUBLISHER",NA,"Folketidende A/S",NA,"publishers@adform.com","Adform A/S, Wildersgade 10B, 1, 1408 Copenhagen, Denmark","1.0","adform.com"
"181","PUBLISHER","tv2.no","TV2 AS",NA,"publishers@adform.com","Adform A/S, Wildersgade 10B, 1, 1408 Copenhagen, Denmark","1.0","adform.com"
"188","INTERMEDIARY","densou.dk","Densou Trading Desk ApS",NA,"publishers@adform.com","Adform A/S, Wildersgade 10B, 1, 1408 Copenhagen, Denmark","1.0","adform.com"
"191","PUBLISHER",NA,"Pricerunner Sweden AB",NA,"publishers@adform.com","Adform A/S, Wildersgade 10B, 1, 1408 Copenhagen, Denmark","1.0","adform.com"
"192","INTERMEDIARY",NA,"Web Financial Group SA",NA,"publishers@adform.com","Adform A/S, Wildersgade 10B, 1, 1408 Copenhagen, Denmark","1.0","adform.com"
"198","BOTH",NA,"BAUER MEDIA OY",NA,"publishers@adform.com","Adform A/S, Wildersgade 10B, 1, 1408 Copenhagen, Denmark","1.0","adform.com"
"199","INTERMEDIARY",NA,"Lrytas UAB",NA,"publishers@adform.com","Adform A/S, Wildersgade 10B, 1, 1408 Copenhagen, Denmark","1.0","adform.com"
"201","INTERMEDIARY","popmedia.fi","Pop Media Oy",NA,"publishers@adform.com","Adform A/S, Wildersgade 10B, 1, 1408 Copenhagen, Denmark","1.0","adform.com"
"237","PUBLISHER","egmontpublishing.se","Egmont Publishing Digital AB",NA,"publishers@adform.com","Adform A/S, Wildersgade 10B, 1, 1408 Copenhagen, Denmark","1.0","adform.com"
"257","PUBLISHER","polarismedia.no","Polaris Media ASA",NA,"publishers@adform.com","Adform A/S, Wildersgade 10B, 1, 1408 Copenhagen, Denmark","1.0","adform.com"
"258","INTERMEDIARY",NA,"4strokemedia S.r.l.",NA,"publishers@adform.com","Adform A/S, Wildersgade 10B, 1, 1408 Copenhagen, Denmark","1.0","adform.com"
"259","INTERMEDIARY",NA,"Good Move S.r.l.",NA,"publishers@adform.com","Adform A/S, Wildersgade 10B, 1, 1408 Copenhagen, Denmark","1.0","adform.com"
"262","INTERMEDIARY",NA,"ProAd Sweden AB",NA,"publishers@adform.com","Adform A/S, Wildersgade 10B, 1, 1408 Copenhagen, Denmark","1.0","adform.com"
"273","INTERMEDIARY",NA,"Mediamob S.r.l.",NA,"publishers@adform.com","Adform A/S, Wildersgade 10B, 1, 1408 Copenhagen, Denmark","1.0","adform.com"
"278","INTERMEDIARY",NA,"Yield Riser Sp z o.o",NA,"publishers@adform.com","Adform A/S, Wildersgade 10B, 1, 1408 Copenhagen, Denmark","1.0","adform.com"
"281","PUBLISHER","grupazpr.pl","Grupa ZPR Media",NA,"publishers@adform.com","Adform A/S, Wildersgade 10B, 1, 1408 Copenhagen, Denmark","1.0","adform.com"
"292","INTERMEDIARY",NA,"WebAds Srl",NA,"publishers@adform.com","Adform A/S, Wildersgade 10B, 1, 1408 Copenhagen, Denmark","1.0","adform.com"
"301","PUBLISHER",NA,"CzechNetMedia s.r.o.",NA,"publishers@adform.com","Adform A/S, Wildersgade 10B, 1, 1408 Copenhagen, Denmark","1.0","adform.com"
"305","INTERMEDIARY",NA,"Herdifier Oy",NA,"publishers@adform.com","Adform A/S, Wildersgade 10B, 1, 1408 Copenhagen, Denmark","1.0","adform.com"
"306","INTERMEDIARY",NA,"WayToGrow",NA,"publishers@adform.com","Adform A/S, Wildersgade 10B, 1, 1408 Copenhagen, Denmark","1.0","adform.com"
"324","PUBLISHER","almamedia.fi","Alma Media Oyj",NA,"publishers@adform.com","Adform A/S, Wildersgade 10B, 1, 1408 Copenhagen, Denmark","1.0","adform.com"
"326","INTERMEDIARY",NA,"Clickonometrics Sp. z.o.o.",NA,"publishers@adform.com","Adform A/S, Wildersgade 10B, 1, 1408 Copenhagen, Denmark","1.0","adform.com"
"351","PUBLISHER","a-lehdet.fi","A-Lehdet Oy",NA,"publishers@adform.com","Adform A/S, Wildersgade 10B, 1, 1408 Copenhagen, Denmark","1.0","adform.com"
"355","INTERMEDIARY",NA,"ClubPeople A/S",NA,"publishers@adform.com","Adform A/S, Wildersgade 10B, 1, 1408 Copenhagen, Denmark","1.0","adform.com"
"356","INTERMEDIARY",NA,"UAB All Media Digital",NA,"publishers@adform.com","Adform A/S, Wildersgade 10B, 1, 1408 Copenhagen, Denmark","1.0","adform.com"
"364","INTERMEDIARY","netpool.net","Netpool Finland Oy",NA,"publishers@adform.com","Adform A/S, Wildersgade 10B, 1, 1408 Copenhagen, Denmark","1.0","adform.com"
"411","INTERMEDIARY",NA,"Havuja Ou",NA,"publishers@adform.com","Adform A/S, Wildersgade 10B, 1, 1408 Copenhagen, Denmark","1.0","adform.com"
"439","INTERMEDIARY",NA,"Klik Klik Oy",NA,"publishers@adform.com","Adform A/S, Wildersgade 10B, 1, 1408 Copenhagen, Denmark","1.0","adform.com"
"548","PUBLISHER","kleiderkreisel.de","Kleiderkreisel GmbH",NA,"publishers@adform.com","Adform A/S, Wildersgade 10B, 1, 1408 Copenhagen, Denmark","1.0","adform.com"
"557","PUBLISHER","wp.pl","Wirtualna Polska Media S.A.",NA,"publishers@adform.com","Adform A/S, Wildersgade 10B, 1, 1408 Copenhagen, Denmark","1.0","adform.com"
"581","PUBLISHER",NA,"Kaleva365 Oy",NA,"publishers@adform.com","Adform A/S, Wildersgade 10B, 1, 1408 Copenhagen, Denmark","1.0","adform.com"
"582","INTERMEDIARY",NA,"KMobile AB",NA,"publishers@adform.com","Adform A/S, Wildersgade 10B, 1, 1408 Copenhagen, Denmark","1.0","adform.com"
"583","PUBLISHER","sanoma.com","Sanoma Oyj",NA,"publishers@adform.com","Adform A/S, Wildersgade 10B, 1, 1408 Copenhagen, Denmark","1.0","adform.com"
"585","PUBLISHER","egmont.com","Egmont Publishing Magasiner A/S",NA,"publishers@adform.com","Adform A/S, Wildersgade 10B, 1, 1408 Copenhagen, Denmark","1.0","adform.com"
"589","INTERMEDIARY",NA,"Spolecznosci Sp. z o.o. Sp. k.",NA,"publishers@adform.com","Adform A/S, Wildersgade 10B, 1, 1408 Copenhagen, Denmark","1.0","adform.com"
"592","PUBLISHER",NA,"Life of Svea AB",NA,"publishers@adform.com","Adform A/S, Wildersgade 10B, 1, 1408 Copenhagen, Denmark","1.0","adform.com"
"605","INTERMEDIARY",NA,"Nostemedia Oy",NA,"publishers@adform.com","Adform A/S, Wildersgade 10B, 1, 1408 Copenhagen, Denmark","1.0","adform.com"
"606","INTERMEDIARY",NA,"S Sverige AB",NA,"publishers@adform.com","Adform A/S, Wildersgade 10B, 1, 1408 Copenhagen, Denmark","1.0","adform.com"
"608","PUBLISHER","cda.pl","CwMedia Sp. z o.o. Spolka Komandytowa",NA,"publishers@adform.com","Adform A/S, Wildersgade 10B, 1, 1408 Copenhagen, Denmark","1.0","adform.com"
"622","INTERMEDIARY","primerealtime.com","Prime Real Time s.r.l.",NA,"publishers@adform.com","Adform A/S, Wildersgade 10B, 1, 1408 Copenhagen, Denmark","1.0","adform.com"
"628","PUBLISHER",NA,"SF Media AB",NA,"publishers@adform.com","Adform A/S, Wildersgade 10B, 1, 1408 Copenhagen, Denmark","1.0","adform.com"
"629","INTERMEDIARY",NA,"PlayAd Media Group AB",NA,"publishers@adform.com","Adform A/S, Wildersgade 10B, 1, 1408 Copenhagen, Denmark","1.0","adform.com"
"634","PUBLISHER",NA,"Hegnar Media AS",NA,"publishers@adform.com","Adform A/S, Wildersgade 10B, 1, 1408 Copenhagen, Denmark","1.0","adform.com"
"637","INTERMEDIARY",NA,"Yieldbird Sp. z o. o",NA,"publishers@adform.com","Adform A/S, Wildersgade 10B, 1, 1408 Copenhagen, Denmark","1.0","adform.com"
"638","INTERMEDIARY",NA,"Private Seller 638",1,"publishers@adform.com","Adform A/S, Wildersgade 10B, 1, 1408 Copenhagen, Denmark","1.0","adform.com"
"648","INTERMEDIARY",NA,"WebAds Interactive Advertising BV",NA,"publishers@adform.com","Adform A/S, Wildersgade 10B, 1, 1408 Copenhagen, Denmark","1.0","adform.com"
"656","PUBLISHER",NA,"myTaste Operations AB",NA,"publishers@adform.com","Adform A/S, Wildersgade 10B, 1, 1408 Copenhagen, Denmark","1.0","adform.com"
"658","PUBLISHER",NA,"Kansan Uutiset Oy",NA,"publishers@adform.com","Adform A/S, Wildersgade 10B, 1, 1408 Copenhagen, Denmark","1.0","adform.com"
"661","INTERMEDIARY",NA,"Adviser AB",NA,"publishers@adform.com","Adform A/S, Wildersgade 10B, 1, 1408 Copenhagen, Denmark","1.0","adform.com"
"687","INTERMEDIARY",NA,"Invest Net",NA,"publishers@adform.com","Adform A/S, Wildersgade 10B, 1, 1408 Copenhagen, Denmark","1.0","adform.com"
"696","INTERMEDIARY",NA,"B Contract s.r.o.",NA,"publishers@adform.com","Adform A/S, Wildersgade 10B, 1, 1408 Copenhagen, Denmark","1.0","adform.com"
"714","PUBLISHER",NA,"REWE Markt GmbH",NA,"publishers@adform.com","Adform A/S, Wildersgade 10B, 1, 1408 Copenhagen, Denmark","1.0","adform.com"
"716","INTERMEDIARY",NA,"Yieldlove GmbH",NA,"publishers@adform.com","Adform A/S, Wildersgade 10B, 1, 1408 Copenhagen, Denmark","1.0","adform.com"
"727","PUBLISHER",NA,"Teknavi Oy",NA,"publishers@adform.com","Adform A/S, Wildersgade 10B, 1, 1408 Copenhagen, Denmark","1.0","adform.com"
"732","INTERMEDIARY","medyanet.com.tr","DEMIROREN INTERNET YAYINCILIGI VE YATIRIM A.S.",NA,"publishers@adform.com","Adform A/S, Wildersgade 10B, 1, 1408 Copenhagen, Denmark","1.0","adform.com"
"737","INTERMEDIARY",NA,"OAN sp. z o.o.",NA,"publishers@adform.com","Adform A/S, Wildersgade 10B, 1, 1408 Copenhagen, Denmark","1.0","adform.com"
"747","PUBLISHER","bonnier.pl","Bonnier Business (Polska)",NA,"publishers@adform.com","Adform A/S, Wildersgade 10B, 1, 1408 Copenhagen, Denmark","1.0","adform.com"
"761","PUBLISHER","bloggers.dk","Bloggers delight ApS",NA,"publishers@adform.com","Adform A/S, Wildersgade 10B, 1, 1408 Copenhagen, Denmark","1.0","adform.com"
"768","INTERMEDIARY",NA,"ConnectAd Demand GmbH",NA,"publishers@adform.com","Adform A/S, Wildersgade 10B, 1, 1408 Copenhagen, Denmark","1.0","adform.com"
"769","INTERMEDIARY",NA,"SPIRIT MEDIA s.r.o.",NA,"publishers@adform.com","Adform A/S, Wildersgade 10B, 1, 1408 Copenhagen, Denmark","1.0","adform.com"
"811","INTERMEDIARY",NA,"R2B2 s.r.o.",NA,"publishers@adform.com","Adform A/S, Wildersgade 10B, 1, 1408 Copenhagen, Denmark","1.0","adform.com"
"814","Publisher","gratisspil.dk","E-novative Media",NA,"publishers@adform.com","Adform A/S, Wildersgade 10B, 1, 1408 Copenhagen, Denmark","1.0","adform.com"
"830","INTERMEDIARY",NA,"Infinety Online Media es Marketing Kft.",NA,"publishers@adform.com","Adform A/S, Wildersgade 10B, 1, 1408 Copenhagen, Denmark","1.0","adform.com"
"845","PUBLISHER",NA,"Usetreno.cz s.r.o.",NA,"publishers@adform.com","Adform A/S, Wildersgade 10B, 1, 1408 Copenhagen, Denmark","1.0","adform.com"
"854","INTERMEDIARY",NA,"Royal Ad Sp. z o.o.",NA,"publishers@adform.com","Adform A/S, Wildersgade 10B, 1, 1408 Copenhagen, Denmark","1.0","adform.com"
"888","BOTH","amedia.no","AMEDIA SALG OG MARKED AS",NA,"publishers@adform.com","Adform A/S, Wildersgade 10B, 1, 1408 Copenhagen, Denmark","1.0","adform.com"
"904","INTERMEDIARY",NA,"CAPA Kinoreklame AS",NA,"publishers@adform.com","Adform A/S, Wildersgade 10B, 1, 1408 Copenhagen, Denmark","1.0","adform.com"
"911","PUBLISHER",NA,"MEDIA CLUB s.r.o",NA,"publishers@adform.com","Adform A/S, Wildersgade 10B, 1, 1408 Copenhagen, Denmark","1.0","adform.com"
"918","BOTH",NA,"adMaster s.r.o.",NA,"publishers@adform.com","Adform A/S, Wildersgade 10B, 1, 1408 Copenhagen, Denmark","1.0","adform.com"
"927","INTERMEDIARY",NA,"Onnetwork Sp. z o.o",NA,"publishers@adform.com","Adform A/S, Wildersgade 10B, 1, 1408 Copenhagen, Denmark","1.0","adform.com"
"945","INTERMEDIARY",NA,"I.R.V. d.o.o.",NA,"publishers@adform.com","Adform A/S, Wildersgade 10B, 1, 1408 Copenhagen, Denmark","1.0","adform.com"
"949","PUBLISHER",NA,"Bonnier Media AS",NA,"publishers@adform.com","Adform A/S, Wildersgade 10B, 1, 1408 Copenhagen, Denmark","1.0","adform.com"
"955","INTERMEDIARY",NA,"DELIDATAX SL",NA,"publishers@adform.com","Adform A/S, Wildersgade 10B, 1, 1408 Copenhagen, Denmark","1.0","adform.com"
"961","INTERMEDIARY",NA,"ADS Interative Network KFT",NA,"publishers@adform.com","Adform A/S, Wildersgade 10B, 1, 1408 Copenhagen, Denmark","1.0","adform.com"
"962","PUBLISHER",NA,"Internet Info s.r.o.",NA,"publishers@adform.com","Adform A/S, Wildersgade 10B, 1, 1408 Copenhagen, Denmark","1.0","adform.com"
"967","INTERMEDIARY",NA,"Thirdpresence Oy",NA,"publishers@adform.com","Adform A/S, Wildersgade 10B, 1, 1408 Copenhagen, Denmark","1.0","adform.com"
"973","INTERMEDIARY",NA,"SAS FAROS",NA,"publishers@adform.com","Adform A/S, Wildersgade 10B, 1, 1408 Copenhagen, Denmark","1.0","adform.com"
"980","PUBLISHER","jppol.dk","JP/Politikens hus A/S",NA,"publishers@adform.com","Adform A/S, Wildersgade 10B, 1, 1408 Copenhagen, Denmark","1.0","adform.com"
"981","PUBLISHER","jppol.dk","JP/Politikens hus A/S",NA,"publishers@adform.com","Adform A/S, Wildersgade 10B, 1, 1408 Copenhagen, Denmark","1.0","adform.com"
"984","INTERMEDIARY","relevant.fi","Relevant Digital Oy",NA,"publishers@adform.com","Adform A/S, Wildersgade 10B, 1, 1408 Copenhagen, Denmark","1.0","adform.com"
"1013","PUBLISHER",NA,"Haci Ali Egerci",NA,"publishers@adform.com","Adform A/S, Wildersgade 10B, 1, 1408 Copenhagen, Denmark","1.0","adform.com"
"1019","INTERMEDIARY",NA,"Stroer Digital Operations Sp. z o.o.",NA,"publishers@adform.com","Adform A/S, Wildersgade 10B, 1, 1408 Copenhagen, Denmark","1.0","adform.com"
"1023","PUBLISHER","polskapress.pl","Polska Press Sp.Z o.o.",NA,"publishers@adform.com","Adform A/S, Wildersgade 10B, 1, 1408 Copenhagen, Denmark","1.0","adform.com"
"1033","INTERMEDIARY",NA,"Arejo GmbH",NA,"publishers@adform.com","Adform A/S, Wildersgade 10B, 1, 1408 Copenhagen, Denmark","1.0","adform.com"
"1059","PUBLISHER","interia.pl","GRUPA INTERIA.PL Sp z o.o.",NA,"publishers@adform.com","Adform A/S, Wildersgade 10B, 1, 1408 Copenhagen, Denmark","1.0","adform.com"
"1092","PUBLISHER","happypancake.se","HappyPancake AB",NA,"publishers@adform.com","Adform A/S, Wildersgade 10B, 1, 1408 Copenhagen, Denmark","1.0","adform.com"
"1099","INTERMEDIARY",NA,"R2B2 s.r.o.",NA,"publishers@adform.com","Adform A/S, Wildersgade 10B, 1, 1408 Copenhagen, Denmark","1.0","adform.com"
"1100","PUBLISHER","jppol.dk","JP/Politikens hus A/S",NA,"publishers@adform.com","Adform A/S, Wildersgade 10B, 1, 1408 Copenhagen, Denmark","1.0","adform.com"
"1109","INTERMEDIARY",NA,"optAd360 Sp. z o.o.",NA,"publishers@adform.com","Adform A/S, Wildersgade 10B, 1, 1408 Copenhagen, Denmark","1.0","adform.com"
"1112","PUBLISHER",NA,"SCM Suomi Oy",NA,"publishers@adform.com","Adform A/S, Wildersgade 10B, 1, 1408 Copenhagen, Denmark","1.0","adform.com"
"1113","PUBLISHER",NA,"Riemurasia Oy",NA,"publishers@adform.com","Adform A/S, Wildersgade 10B, 1, 1408 Copenhagen, Denmark","1.0","adform.com"
"1161","PUBLISHER",NA,"Pressfire AS",NA,"publishers@adform.com","Adform A/S, Wildersgade 10B, 1, 1408 Copenhagen, Denmark","1.0","adform.com"
"1169","PUBLISHER",NA,"MTV Sisallot Oy",NA,"publishers@adform.com","Adform A/S, Wildersgade 10B, 1, 1408 Copenhagen, Denmark","1.0","adform.com"
"1174","PUBLISHER","stampen.se","Stampen Local Media AB",NA,"publishers@adform.com","Adform A/S, Wildersgade 10B, 1, 1408 Copenhagen, Denmark","1.0","adform.com"
"1179","PUBLISHER",NA,"Eurozet Sp. z o. o ",NA,"publishers@adform.com","Adform A/S, Wildersgade 10B, 1, 1408 Copenhagen, Denmark","1.0","adform.com"
"1187","PUBLISHER",NA,"Otavamedia Oy",NA,"publishers@adform.com","Adform A/S, Wildersgade 10B, 1, 1408 Copenhagen, Denmark","1.0","adform.com"
"1192","PUBLISHER",NA,"Sportion Media Group AB",NA,"publishers@adform.com","Adform A/S, Wildersgade 10B, 1, 1408 Copenhagen, Denmark","1.0","adform.com"
"1197","PUBLISHER","gremimedia.pl","Gremi Business Communication Sp.z.o.o.",NA,"publishers@adform.com","Adform A/S, Wildersgade 10B, 1, 1408 Copenhagen, Denmark","1.0","adform.com"
"1198","INTERMEDIARY",NA,"Multichanel Network Sp.z.o.o.",NA,"publishers@adform.com","Adform A/S, Wildersgade 10B, 1, 1408 Copenhagen, Denmark","1.0","adform.com"
"1210","INTERMEDIARY",NA,"netpoint media gmbh",NA,"publishers@adform.com","Adform A/S, Wildersgade 10B, 1, 1408 Copenhagen, Denmark","1.0","adform.com"
"1214","PUBLISHER","keskisuomalainen.com","Keskisuomalainen Oyj",NA,"publishers@adform.com","Adform A/S, Wildersgade 10B, 1, 1408 Copenhagen, Denmark","1.0","adform.com"
"1226","INTERMEDIARY","primerealtime.com","Prime Real Time s.r.l.",NA,"publishers@adform.com","Adform A/S, Wildersgade 10B, 1, 1408 Copenhagen, Denmark","1.0","adform.com"
"1232","PUBLISHER",NA,"UAB Rinkos Aikste",NA,"publishers@adform.com","Adform A/S, Wildersgade 10B, 1, 1408 Copenhagen, Denmark","1.0","adform.com"
"1237","PUBLISHER","24sverige.se","24 Journalistik AB",NA,"publishers@adform.com","Adform A/S, Wildersgade 10B, 1, 1408 Copenhagen, Denmark","1.0","adform.com"
"1243","INTERMEDIARY","discovery.dk","Discovery Networks Denmark Aps",NA,"publishers@adform.com","Adform A/S, Wildersgade 10B, 1, 1408 Copenhagen, Denmark","1.0","adform.com"
"1258","PUBLISHER","aller.se","Aller Media AB",NA,"publishers@adform.com","Adform A/S, Wildersgade 10B, 1, 1408 Copenhagen, Denmark","1.0","adform.com"
"1271","PUBLISHER",NA,"Bokt.nl",NA,"publishers@adform.com","Adform A/S, Wildersgade 10B, 1, 1408 Copenhagen, Denmark","1.0","adform.com"
"1303","BOTH","newsner.com","Nyheter365 AB",NA,"publishers@adform.com","Adform A/S, Wildersgade 10B, 1, 1408 Copenhagen, Denmark","1.0","adform.com"
"1312","INTERMEDIARY",NA,"ProgSol, Programmatic Solution s.r.o.",NA,"publishers@adform.com","Adform A/S, Wildersgade 10B, 1, 1408 Copenhagen, Denmark","1.0","adform.com"
"1328","INTERMEDIARY",NA,"Yobee S.r.l",NA,"publishers@adform.com","Adform A/S, Wildersgade 10B, 1, 1408 Copenhagen, Denmark","1.0","adform.com"
"1331","INTERMEDIARY",NA,"Wayne Parker Kent",NA,"publishers@adform.com","Adform A/S, Wildersgade 10B, 1, 1408 Copenhagen, Denmark","1.0","adform.com"
"1343","PUBLISHER",NA,"Metro Nordic Sweden",NA,"publishers@adform.com","Adform A/S, Wildersgade 10B, 1, 1408 Copenhagen, Denmark","1.0","adform.com"
"1346","INTERMEDIARY",NA,"PROJECTADV S.R.L",NA,"publishers@adform.com","Adform A/S, Wildersgade 10B, 1, 1408 Copenhagen, Denmark","1.0","adform.com"
"1353","PUBLISHER","olx.pl","Naspers Classifieds sp. z o. o.",NA,"publishers@adform.com","Adform A/S, Wildersgade 10B, 1, 1408 Copenhagen, Denmark","1.0","adform.com"
"1357","PUBLISHER",NA,"Burda Romania SRL",NA,"publishers@adform.com","Adform A/S, Wildersgade 10B, 1, 1408 Copenhagen, Denmark","1.0","adform.com"
"1358","PUBLISHER","holding.infor.pl","Infor Biznes Sp. z o.o.",NA,"publishers@adform.com","Adform A/S, Wildersgade 10B, 1, 1408 Copenhagen, Denmark","1.0","adform.com"
"1360","INTERMEDIARY",NA,"SIA Adnet Media",NA,"publishers@adform.com","Adform A/S, Wildersgade 10B, 1, 1408 Copenhagen, Denmark","1.0","adform.com"
"1361","INTERMEDIARY",NA,"Adnet Media OU",NA,"publishers@adform.com","Adform A/S, Wildersgade 10B, 1, 1408 Copenhagen, Denmark","1.0","adform.com"
"1362","INTERMEDIARY",NA,"iPROM d.o.o.",NA,"publishers@adform.com","Adform A/S, Wildersgade 10B, 1, 1408 Copenhagen, Denmark","1.0","adform.com"
"1367","PUBLISHER",NA,"Kotimaa Oy",NA,"publishers@adform.com","Adform A/S, Wildersgade 10B, 1, 1408 Copenhagen, Denmark","1.0","adform.com"
"1370","INTERMEDIARY","sellbranch.com","Sellbranch ApS",NA,"publishers@adform.com","Adform A/S, Wildersgade 10B, 1, 1408 Copenhagen, Denmark","1.0","adform.com"
"1372","PUBLISHER",NA,"OF.PL Sp z o.o.",NA,"publishers@adform.com","Adform A/S, Wildersgade 10B, 1, 1408 Copenhagen, Denmark","1.0","adform.com"
"1384","PUBLISHER",NA,"Sprzedajemy.pl Sp z o.o.",NA,"publishers@adform.com","Adform A/S, Wildersgade 10B, 1, 1408 Copenhagen, Denmark","1.0","adform.com"
